SYMBOL	COHORT	CANCER_TYPE	METHODS	QVALUE_COMBINATION	TIER	MUTATIONS_COHORT	SAMPLES_COHORT	ROLE	CGC_GENE	TIER_CGC	CGC_CANCER_GENE	NUM_COHORTS	SIGNATURE9	WARNING_EXPRESSION	WARNING_GERMLINE	SAMPLES_3MUTS	OR_WARNING	KNOWN_ARTIFACT	NUM_PAPERS	FILTER
CUL3	TCGA_WXS_PRAD	PRAD		0.00016867463132426324	1	30954	492	Act	True	2.0	False	6	0.0	False	False	0.0	False	False	3.0	PASS
CUL3	TCGA_WXS_KIRP	RPC	dndscv,cbase,mutpanning	1.6544720343576508e-12	1	24431	276	LoF	True	2.0	False	6	0.0	False	False	0.0	False	False	3.0	PASS
CUX1	ICGC_WGS_BRCA_EU	BRCA		0.0009109955847236658	2	3508551	484	LoF	True	1.0	False	7	0.0	False	False	0.0	False	False	4.0	PASS
CUX1	ICGC_WGS_MELA_AU	CM		3.644460084152421e-05	1	9427104	75	LoF	True	1.0	True	7	0.0	False	False	0.0	False	False	4.0	PASS
CUX1	HARTWIG_NERVOUS_SYSTEM_GLIOBLASTOMA_MULTIFORME	GBM	cbase	1.1881792894321652e-05	1	2946791	63	LoF	True	1.0	False	7	0.0	False	False	0.0	False	False	4.0	PASS
CUX1	CBIOP_WXS_LUAD_BROAD	LUAD		2.2728230494805835e-05	2	54638	159	LoF	True	1.0	False	7	0.0	False	False	0.0	False	False	4.0	PASS
CUX1	HARTWIG_LUNG_NON_SMALL_CELL	NSCLC		0.08523957315877596	2	17930078	384	ambiguous	True	1.0	False	7	0.0	False	False	0.0	False	False	4.0	PASS
CUX1	TCGA_WXS_THCA	THCA		0.001797855521858412	1	7915	488	LoF	True	1.0	False	7	0.0	False	False	0.0	False	False	4.0	PASS
CUX1	TCGA_WXS_UCEC	UCEC	dndscv,cbase	3.189289763360169e-08	2	905953	503	LoF	True	1.0	True	7	0.0	False	False	0.0	False	False	4.0	PASS
CXCR4	CBIOP_WXS_DLBCL_DFCI_2018	DLBCL	hotmaps	5.638060998574324e-05	2	12894	121	LoF	True	1.0	False	1	0.3333333333333333	False	False	0.0	False	False	16.0	PASS
CYLD	TCGA_WXS_HNSC	HNSC	cbase	0.0003232325493068347	1	105909	502	LoF	True	1.0	True	5	0.0	False	False	0.0	False	False	19.0	PASS
CYLD	CBIOP_WXS_MM_BROAD_UNTREAT	MM		0.007354488533348724	2	4350	91	Act	True	1.0	False	5	0.0	False	False	0.0	False	False	19.0	PASS
CYLD	OTHER_WGS_MM_NATLEUK2018	MM	dndscv,oncodrivefml,cbase,mutpanning	0.0003234750299055928	2	341009	933	LoF	True	1.0	False	5	0.030303030303030304	False	False	1.0	False	False	19.0	PASS
CYLD	OTHER_WXS_NPC_NATCOM2017	NSPH	dndscv,oncodrivefml,cbase,mutpanning	5.922518929511688e-07	1	12635	103	LoF	True	1.0	False	5	0.0	False	False	0.0	False	False	19.0	PASS
CYLD	TCGA_WXS_THYM	THYM		3.6799938764155785e-05	2	4344	122	LoF	True	1.0	False	5	0.0	False	False	0.0	False	False	19.0	PASS
CYP2A6	OTHER_WGS_MM_NATLEUK2018	MM	hotmaps,mutpanning	1.22688665362248e-06	1	341009	933	Act	False		False	1	0.1	True	False	0.0	False	False	0.0	Warning expression
CYP2C8	PCAWG_WGS_SKIN_MELANOMA	CM		0.004258290103078658	1	12450635	107	Act	True	2.0	True	2	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
CYP2C8	HARTWIG_MESOTHELIOMA	MESO		0.00759986200353502	2	170660	36	Act	True	2.0	False	2	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
CYP7B1	TCGA_WXS_STAD	ST	dndscv,hotmaps,mutpanning	2.746684391941966e-14	3	214108	436	Act	False		False	1	0.0625	False	False	0.0	False	False	0.0	Lack of literature evidence
CYSLTR2	TCGA_WXS_UVM	UVM	oncodriveclustl,dndscv,oncodrivefml	3.523344726013424e-06	1	1900	80	Act	True	2.0	True	1	0.0	False	False	0.0	False	False	1.0	PASS
DAXX	TCGA_WXS_ACC	ACC		0.0003300108309759424	2	11572	91	LoF	True	1.0	False	3	0.0	False	False	0.0	False	False	2.0	PASS
DAXX	PCAWG_WGS_PANC_ENDOCRINE	PAIS	dndscv,oncodrivefml,cbase,mutpanning	2.141195224654899e-20	1	266138	81	LoF	True	1.0	True	3	0.0	False	False	0.0	False	False	2.0	PASS
DAXX	HARTWIG_NET_PANCREATIC	PAIS	dndscv,oncodrivefml,cbase	8.326628975655885e-15	1	399354	29	LoF	True	1.0	True	3	0.0	False	False	0.0	False	False	2.0	PASS
DAZAP1	CBIOP_WXS_DLBCL_DFCI_2018	DLBCL	oncodrivefml,cbase	8.507314033305213e-12	1	12894	121	LoF	False		False	1	0.0	False	False	0.0	False	False	3.0	PASS
DCAF12L2	TCGA_WXS_GBM	GBM	dndscv,cbase	8.855002424142191e-05	1	67162	391	Act	True	2.0	False	2	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DCAF12L2	PCAWG_WGS_PROST_ADENOCA	PRAD		0.006181581214858043	1	699553	199	Act	True	2.0	False	2	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DCC	HARTWIG_NET_SMALL_INTESTINAL	BCNET		0.0009410839214970583	2	183193	45	LoF	True	2.0	False	8	0.0	True	False	0.0	False	False	25.0	Warning expression
DCC	HARTWIG_SKIN_MELANOMA	CM		0.030893223590941907	2	25213372	274	Act	True	2.0	True	8	0.0	True	False	2.0	False	False	25.0	Warning expression
DCC	ICGC_WXS_COCA_CN_WXS_TORRENT	COREAD		0.0235760125737602	2	11456	29	Act	True	2.0	True	8	0.0	True	False	0.0	False	False	25.0	Warning expression
DCC	CBIOP_WXS_ESCA_BROAD	ESCA	cbase	0.0005472263856495542	2	31023	146	LoF	True	2.0	False	8	0.0	False	False	0.0	False	False	25.0	PASS
DCC	ICGC_WGS_LINC_JP_WGS	HC		0.002748077228653244	2	443958	31	Act	True	2.0	False	8	0.0	True	False	0.0	False	False	25.0	Warning expression
DCC	HARTWIG_LUNG_NON_SMALL_CELL	NSCLC	cbase	0.010279259792552157	2	17930078	384	LoF	True	2.0	False	8	0.0	True	False	0.0	False	False	25.0	Warning expression
DCC	HARTWIG_BONESOFT_TISSUE	OS		0.00096566627977984	2	2117963	182	LoF	True	2.0	False	8	0.0	True	False	0.0	False	False	25.0	Warning expression
DCC	ICGC_WGS_PACA_CA_WGS	PAAD		0.0018620096283336754	2	455153	65	LoF	True	2.0	False	8	0.0	False	False	0.0	False	False	25.0	PASS
DCSTAMP	TCGA_WXS_STAD	ST	dndscv,cbase	0.0005287697454109526	3	214108	436	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DDB2	ICGC_WXS_LAML_KR_MUTECT	AML		2.5031613858424736e-05	1	109664	50	Act	True	1.0	False	1	0.0	False	False	0.0	False	False	6.0	PASS
DDX3X	PEDCBIOP_WXS_BLY-PRY	BLY	dndscv	0.00031880848601531	1	762	15	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	ICGC_WGS_BRCA_EU	BRCA		0.011627033087526979	2	3508551	484	LoF	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	PCAWG_WGS_BREAST_ADENOCA	BRCA		0.007996857236390232	2	1494194	195	LoF	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	CBIOP_WXS_CLL_IUOPA_2015	CLL	dndscv,mutpanning	1.111586049838085e-06	2	12247	452	Act	True	1.0	True	19	0.14285714285714285	False	False	0.0	False	False	27.0	PASS
DDX3X	PCAWG_WGS_LYMPH_CLL	CLL		0.0004966966136237403	1	230450	90	Act	True	1.0	True	19	0.3333333333333333	False	False	0.0	False	False	27.0	PASS
DDX3X	TCGA_WXS_SKCM	CM		2.702827377421736e-07	1	413742	466	LoF	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	PCAWG_WGS_SKIN_MELANOMA	CM		0.04937333881159043	2	12450635	107	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	TCGA_WXS_DLBC	DLBCL		0.00023817693367999082	1	7718	37	LoF	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	CBIOP_WXS_HNSC_BROAD	HNSC		0.00128140627792157	2	9359	70	LoF	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	HARTWIG_LYMPHOID	LY	dndscv,oncodrivefml,cbase	1.019694262003718e-08	1	722968	25	LoF	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	PCAWG_WGS_CNS_MEDULLO	MBL	dndscv,oncodrivefml,smregions,cbase,mutpanning	2.4961737450315433e-10	1	223793	141	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	OTHER_WGS_PBCA_DE_MB	MBL	dndscv,oncodrivefml,smregions,cbase,mutpanning	2.102865044928869e-08	1	237770	148	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	PEDCBIOP_WXS_MBL-WNT-PRY	MBL	dndscv,oncodrivefml	0.0003634315350497824	1	503	21	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	PEDCBIOP_WXS_MBL-SHH-PRY	MBL	oncodriveclustl,dndscv,cbase	1.5082822186331052e-11	1	920	41	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	PEDCBIOP_WXS_MBL_BROAD_2012	MBL	dndscv,mutpanning	9.978081126985549e-10	1	1808	92	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	D_MB	MBL	dndscv,smregions	4.193371567800391e-06	1	23249	38	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	HARTWIG_MESOTHELIOMA	MESO		0.0041846302591324	2	170660	36	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX3X	PCAWG_WGS_LYMPH_BNHL	NHLY		2.7376638597239186e-05	2	1340919	105	Act	True	1.0	False	19	0.16666666666666666	False	False	0.0	False	False	27.0	PASS
DDX3X	OTHER_WGS_PBCA_DE_PIA	PIA	dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	1.4883081978521846e-13	1	1066564	439	Act	True	1.0	False	19	0.0	False	False	0.0	False	False	27.0	PASS
DDX6	PEDCBIOP_WXS_MBL-GP4-PRY	MBL		0.035679554723900934	3	1814	97	Act	True	1.0	False	1	0.0	False	False	0.0	False	False	2.0	PASS
DGCR8	TCGA_WXS_DLBC	DLBCL	cbase	0.0014892899123659419	1	7718	37	LoF	True	2.0	False	3	0.0	False	False	0.0	False	False	2.0	PASS
DGCR8	TCGA_WXS_THCA	THCA		0.004508655223877953	2	7915	488	Act	True	2.0	False	3	0.0	False	False	0.0	False	False	2.0	PASS
DGCR8	PEDCBIOP_WXS_WT-PRY	WT	oncodriveclustl,oncodrivefml,hotmaps,smregions	6.703488481604301e-09	1	390	45	Act	True	2.0	True	3	0.0	False	False	0.0	False	False	2.0	PASS
DHX9	TCGA_WXS_LIHC	HC	oncodriveclustl,cbase	8.840351367536168e-08	1	56445	360	Act	False		False	1	0.0	False	False	0.0	False	False	5.0	PASS
DICER1	ICGC_WXS_COCA_CN_WXS_VARSCAN	COREAD		0.10680289164271448	2	160880	99	LoF	True	1.0	False	2	0.0	False	False	0.0	False	False	18.0	PASS
DICER1	TCGA_WXS_UCEC	UCEC	hotmaps,smregions	6.213439140936352e-14	2	905953	503	Act	True	1.0	False	2	0.0	False	False	0.0	False	False	18.0	PASS
DIS3	CBIOP_WXS_MM_BROAD_TREAT	MM	dndscv,hotmaps,smregions,cbase	6.4733659031163994e-15	1	5569	98	Act	False		False	2	0.3	False	False	0.0	False	False	6.0	PASS
DIS3	OTHER_WGS_MM_NATLEUK2018	MM	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	5.906430791928729e-27	1	341009	933	Act	False		False	2	0.08849557522123894	False	False	1.0	False	False	6.0	Samples with more than 3 mutations
DNAH1	PCAWG_WGS_BLADDER_TCC	BLCA	cbase,mutpanning	1.7981571208515806e-05	1	523968	23	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DNAH8	HARTWIG_SMALL_INTESTINE	BC	hotmaps,smregions	4.640948288387832e-05	3	1428825	15	Act	False		False	1	0.0	True	False	0.0	False	False	9.0	Warning expression
DNAH9	ICGC_WXS_LAML_KR_MUTECT	AML	oncodriveclustl,hotmaps,smregions	9.234075988310953e-08	1	109664	50	Act	False		False	2	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DNAH9	TCGA_WXS_UCEC	UCEC	oncodrivefml,cbase	3.821514172072249e-05	3	905953	503	LoF	False		False	2	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DNAJB1	HARTWIG_URINARY_TRACT	BLCA		0.05988016196442885	2	4775994	156	Act	True	1.0	False	1	0.0	False	True	1.0	False	False	0.0	PASS
DNMBP	ICGC_WXS_LUSC_KR_WXS	LUSC	hotmaps,smregions	9.62376434998542e-06	3	75950	36	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DNMT3A	ICGC_WXS_LAML_KR_MUTECT	AML		0.008493272276135682	1	109664	50	Act	True	1.0	True	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	OTHER_WXS_AML_PRY_BEAT_2018	AML	oncodriveclustl,dndscv,oncodrivefml,hotmaps,cbase,mutpanning	7.079632765144036e-16	1	79225	257	LoF	True	1.0	True	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	ICGC_WXS_LAML_KR_VARSCAN	AML	cbase	2.265670438290676e-07	1	46238	67	LoF	True	1.0	True	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	TCGA_WXS_LAML	AML	oncodriveclustl,dndscv,cbase	3.119276388469319e-09	1	8182	140	LoF	True	1.0	True	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	ICGC_WXS_LINC_JP_WXS	HC		0.0012063095530548676	1	65152	213	LoF	True	1.0	False	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	TCGA_WXS_LGG	LGG	cbase,mutpanning	0.0008839354493242615	1	37742	509	LoF	True	1.0	False	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	PCAWG_WGS_MYELOID_MPN	MDPS	dndscv,oncodrivefml,cbase	8.804041389667108e-07	1	25023	23	LoF	True	1.0	False	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_PRY	PRAD		0.02160083332901863	2	21772	223	LoF	True	1.0	False	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	TCGA_WXS_KIRP	RPC		0.00591165636975417	1	24431	276	LoF	True	1.0	False	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	ICGC_WXS_THCA_SA	THCA	smregions,cbase	2.109567728209169e-08	1	22445	129	LoF	True	1.0	False	11	0.0	False	False	0.0	False	False	28.0	PASS
DNMT3A	TCGA_WXS_THCA	THCA		0.0011665577580198608	1	7915	488	LoF	True	1.0	False	11	0.0	False	False	0.0	False	False	28.0	PASS
DOCK3	HARTWIG_COLONRECTUM	COREAD	hotmaps,smregions	2.0409730014025425e-06	1	21067040	529	LoF	False		False	1	0.03571428571428571	False	False	0.0	False	False	0.0	Lack of literature evidence
DOT1L	CBIOP_WXS_DLBCL_DFCI_2018	DLBCL	oncodrivefml,cbase	4.84050978515277e-07	1	12894	121	LoF	False		False	1	0.0	False	False	0.0	False	False	6.0	PASS
DPP7	HARTWIG_SKIN_BASAL_CELL_CARCINOMA	SBCC	oncodrivefml,cbase	3.546637827905204e-09	1	987429	9	LoF	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DROSHA	TCGA_WXS_LUSC	LUSC	cbase	0.002787513948886784	2	178031	471	LoF	True	1.0	True	2	0.0	False	False	0.0	False	False	1.0	PASS
DROSHA	PEDCBIOP_WXS_WT-PRY	WT	oncodriveclustl,hotmaps,smregions	5.162547121661474e-07	2	390	45	Act	True	1.0	True	2	0.0	False	False	0.0	False	False	1.0	PASS
DSCAM	HARTWIG_LYMPHOID	LY	oncodrivefml,cbase	6.857484566571203e-08	1	722968	25	LoF	False		False	1	0.0	True	False	0.0	False	False	1.0	Warning expression
DSG1	PCAWG_WGS_SKIN_MELANOMA	CM	dndscv,cbase	0.0004157446718654733	1	12450635	107	LoF	False		False	1	0.037037037037037035	True	False	2.0	False	False	0.0	Warning expression
DST	HARTWIG_PROSTATE	PRAD	hotmaps,smregions	0.04419605803913754	1	6479763	382	LoF	False		False	1	0.0	False	False	0.0	False	True	1.0	Known artifact
DTX1	CBIOP_WXS_CLL_IUOPA_2015	CLL	smregions,cbase	3.548274785689854e-09	1	12247	452	LoF	False		False	3	0.0	False	False	0.0	False	False	9.0	PASS
DTX1	OTHER_WGS_MM_NATLEUK2018	MM	smregions,mutpanning	6.848501389406992e-18	3	341009	933	Act	False		False	3	0.07142857142857142	False	False	2.0	False	False	9.0	Samples with more than 3 mutations
DTX1	PCAWG_WGS_LYMPH_BNHL	NHLY	hotmaps,smregions	1.3675936652058634e-06	3	1340919	105	LoF	False		False	3	0.0	False	False	3.0	False	False	9.0	Samples with more than 3 mutations
DUSP16	TCGA_WXS_COADREAD	COREAD	dndscv,oncodrivefml,cbase	1.7134414946440955e-08	1	310472	496	LoF	False		False	2	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DUSP16	HARTWIG_COLONRECTUM	COREAD	dndscv,oncodrivefml,cbase,mutpanning	4.661430859917176e-10	1	21067040	529	LoF	False		False	2	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
DUSP2	OTHER_WGS_MM_NATLEUK2018	MM	dndscv,mutpanning	4.675195728171599e-06	3	341009	933	LoF	False		False	1	0.07608695652173914	False	False	1.0	False	False	1.0	Samples with more than 3 mutations
EBF1	CBIOP_WXS_DLBCL_DFCI_2018	DLBCL	dndscv,cbase	1.1372373762093263e-08	1	12894	121	LoF	True	1.0	False	5	0.21428571428571427	False	False	0.0	False	False	4.0	PASS
EBF1	CBIOP_WXS_DLBC_BROAD_2012	DLBCL		0.0009851407941526419	1	11655	58	Act	True	1.0	False	5	0.0	False	False	0.0	False	False	4.0	PASS
EBF1	OTHER_WGS_DLBCL_NATCOM_2018	DLBCL	dndscv,mutpanning	2.2667033807451347e-14	2	2827527	153	Act	True	1.0	False	5	0.17647058823529413	False	False	1.0	False	False	4.0	PASS
EBF1	PCAWG_WGS_LUNG_SCC	LUSC		0.0053884697773163796	2	2190202	47	LoF	True	1.0	False	5	0.0	False	False	0.0	False	False	4.0	PASS
EBF1	PCAWG_WGS_LYMPH_BNHL	NHLY	dndscv,cbase	2.4227323977366508e-12	1	1340919	105	LoF	True	1.0	False	5	0.07142857142857142	False	False	2.0	False	False	4.0	PASS
EEF1A1	TCGA_WXS_LIHC	HC	oncodriveclustl,dndscv,hotmaps,cbase,mutpanning	6.196109892637889e-19	1	56445	360	Act	False		False	1	0.0	False	True	0.0	False	False	1.0	Germline Warning
EFTUD2	OTHER_WGS_MM_NATLEUK2018	MM	hotmaps,smregions,mutpanning	8.742223707596284e-12	1	341009	933	Act	False		False	1	0.0	False	False	0.0	False	False	0.0	Lack of literature evidence
EGFR	CBIOP_WXS_BRCA_MBCPROJECT_2018_MET_UNTREAT	BRCA		1.0069462204250816e-05	1	4127	45	Act	True	1.0	False	14	0.0	False	False	0.0	False	False	1971.0	PASS
EGFR	HARTWIG_COLONRECTUM	COREAD		5.2414422477556265e-05	2	21067040	529	Act	True	1.0	False	14	0.0	False	False	0.0	False	False	1971.0	PASS
EGFR	ICGC_WXS_GBM_CN	GBM	dndscv,cbase,mutpanning	2.436496370400168e-10	1	3331	78	Act	True	1.0	True	14	0.0	False	False	0.0	False	False	1971.0	PASS
EGFR	PCAWG_WGS_CNS_GBM	GBM	dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	5.021059033924399e-19	1	529910	39	Act	True	1.0	True	14	0.0	False	False	1.0	False	False	1971.0	PASS
EGFR	TCGA_WXS_GBM	GBM	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	3.013111972637109e-25	1	67162	391	Act	True	1.0	True	14	0.0	False	False	7.0	False	False	1971.0	PASS
EGFR	HARTWIG_NERVOUS_SYSTEM_GLIOBLASTOMA_MULTIFORME	GBM	dndscv,hotmaps,smregions,cbase,mutpanning	2.3566212527101784e-35	1	2946791	63	Act	True	1.0	True	14	0.0	False	False	1.0	False	False	1971.0	PASS
EGFR	PEDCBIOP_WXS_HGG-PRY	HGG		1.5890802570481718e-06	1	5584	106	Act	True	1.0	True	14	0.0	False	False	0.0	False	False	1971.0	PASS
EGFR	TCGA_WXS_LGG	LGG	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	8.57136973280107e-12	1	37742	509	Act	True	1.0	True	14	0.0	False	False	1.0	False	False	1971.0	PASS
EGFR	CBIOP_WXS_LUAD_BROAD	LUAD	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	2.077350440532865e-21	1	54638	159	Act	True	1.0	True	14	0.0	False	False	0.0	False	False	1971.0	PASS
EGFR	PCAWG_WGS_LUNG_ADENOCA	LUAD	smregions	4.659049749605583e-06	1	1359592	37	Act	True	1.0	True	14	0.0	False	False	0.0	False	False	1971.0	PASS
EGFR	TCGA_WXS_LUAD	LUAD	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	4.100092473654958e-30	1	215479	560	Act	True	1.0	True	14	0.061224489795918366	False	False	1.0	False	False	1971.0	PASS
EGFR	CBIOP_WXS_MM_BROAD_UNTREAT	MM		4.802505037448567e-05	2	4350	91	Act	True	1.0	False	14	0.25	False	False	0.0	False	False	1971.0	PASS
EGFR	HARTWIG_LUNG_NON_SMALL_CELL	NSCLC	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	3.7945099528792336e-28	1	17930078	384	Act	True	1.0	False	14	0.0196078431372549	False	False	6.0	False	False	1971.0	PASS
EGFR	OTHER_WGS_PBCA_DE_PIA	PIA	smregions	4.099907614734863e-05	2	1066564	439	Act	True	1.0	True	14	0.0	False	False	0.0	False	False	1971.0	PASS
EGR2	CBIOP_WXS_CLL_IUOPA_2015	CLL	oncodriveclustl,dndscv,cbase	3.113197563954112e-08	1	12247	452	Act	False		False	1	0.0	False	False	0.0	False	False	7.0	PASS
EHD2	HARTWIG_PROSTATE	PRAD	dndscv,cbase	1.4698853313984773e-06	1	6479763	382	LoF	False		False	1	0.0	False	False	0.0	False	False	2.0	PASS
EIF1AX	ICGC_WGS_PRAD_UK	PRAD		0.00016121026634627775	2	584433	182	LoF	True	2.0	False	5	0.0	False	False	0.0	False	False	4.0	PASS
EIF1AX	TCGA_WXS_THCA	THCA	dndscv,cbase,mutpanning	1.9226729506882504e-06	1	7915	488	LoF	True	2.0	True	5	0.0	False	False	0.0	False	False	4.0	PASS
EIF1AX	TCGA_WXS_THYM	THYM		0.019395201625627027	2	4344	122	Act	True	2.0	False	5	0.0	False	False	0.0	False	False	4.0	PASS
EIF1AX	TCGA_WXS_UCEC	UCEC	dndscv	5.8680555184547275e-06	2	905953	503	Act	True	2.0	False	5	0.0	False	False	0.0	False	False	4.0	PASS
EIF1AX	TCGA_WXS_UVM	UVM	dndscv,cbase,mutpanning	1.071877104025278e-11	1	1900	80	Act	True	2.0	True	5	0.0	False	False	0.0	False	False	4.0	PASS
EIF3E	TCGA_WXS_CESC	CESC		0.19715022143428626	2	101731	288	Act	True	1.0	False	2	0.0	False	False	0.0	False	False	6.0	PASS
EIF3E	HARTWIG_COLONRECTUM	COREAD	hotmaps	0.002158591732971669	2	21067040	529	Act	True	1.0	True	2	0.0	False	False	0.0	False	False	6.0	PASS
ELF3	CBIOP_WXS_BLCA_BGI	BLCA		0.026482809311718945	2	8703	79	ambiguous	True	2.0	False	7	0.0	False	False	0.0	False	False	13.0	PASS
ELF3	CBIOP_WXS_BLCA_DFARBER_MSKCC_2014	BLCA		0.019782485938253474	2	21365	50	LoF	True	2.0	False	7	0.0	False	False	0.0	False	False	13.0	PASS
ELF3	PCAWG_WGS_BLADDER_TCC	BLCA		0.008386351077661818	2	523968	23	Act	True	2.0	False	7	0.0	False	False	0.0	False	False	13.0	PASS
ELF3	TCGA_WXS_BLCA	BLCA	dndscv,cbase,mutpanning	2.8641755690512865e-12	1	142970	411	LoF	True	2.0	False	7	0.0	False	False	1.0	False	False	13.0	PASS
ELF3	HARTWIG_URINARY_TRACT	BLCA	dndscv,cbase,mutpanning	0.0011970985428556387	1	4775994	156	LoF	True	2.0	False	7	0.0	False	False	1.0	False	False	13.0	PASS
ELF3	ICGC_WXS_BTCA_JP	CH		0.00016075095793222362	2	68834	239	LoF	True	2.0	False	7	0.0	False	False	0.0	False	False	13.0	PASS
ELF3	TCGA_WXS_CHOL	CH		0.007090580387055573	1	3429	36	Act	True	2.0	False	7	0.0	False	False	0.0	False	False	13.0	PASS
ELF4	TCGA_WXS_LAML	AML		0.000124904099507299	1	8182	140	LoF	True	1.0	True	1	0.0	False	False	0.0	False	False	3.0	PASS
ELL	ICGC_WGS_SKCA_BR	CM		4.287670399731852e-05	2	1249065	33	LoF	True	1.0	False	3	0.0	False	False	0.0	False	False	0.0	PASS
ELL	TCGA_WXS_HNSC	HNSC		0.09730333535413113	2	105909	502	LoF	True	1.0	False	3	0.0	False	False	0.0	False	False	0.0	PASS
ELL	ICGC_WGS_OV_AU	OV		0.0012413789710795464	2	152033	21	Act	True	1.0	False	3	0.0	False	False	0.0	False	False	0.0	PASS
ELN	HARTWIG_BREAST	BRCA	cbase	4.425782258545864e-06	2	11688328	708	LoF	True	2.0	False	1	0.0	False	False	0.0	False	False	1.0	PASS
EML4	TCGA_WXS_ESCA	ESCA		0.0662665001935977	2	44724	182	Act	True	1.0	False	2	0.2	False	False	0.0	False	False	21.0	PASS
EML4	HARTWIG_LUNG_SMALL_CELL	SCLC		0.0030104474827968354	2	2520309	53	LoF	True	1.0	False	2	0.0	False	False	0.0	False	False	21.0	PASS
ENPEP	HARTWIG_SMALL_INTESTINE	BC	oncodriveclustl,hotmaps	0.001576988043954592	1	1428825	15	Act	False		False	1	0.0	False	False	0.0	False	False	2.0	PASS
EP300	ICGC_WXS_BLCA_CN	BLCA	smregions,cbase	4.562747749640333e-07	1	16355	103	LoF	True	1.0	False	20	0.0	False	False	0.0	False	False	17.0	PASS
EP300	CBIOP_WXS_BLCA_BGI	BLCA	cbase	3.4029972525056474e-05	1	8703	79	LoF	True	1.0	False	20	0.0	False	False	0.0	False	False	17.0	PASS
EP300	CBIOP_WXS_BLCA_DFARBER_MSKCC_2014	BLCA		0.0009776905115285329	2	21365	50	LoF	True	1.0	False	20	0.0	False	False	0.0	False	False	17.0	PASS
EP300	TCGA_WXS_BLCA	BLCA	dndscv,oncodrivefml,smregions,cbase,mutpanning	1.2348416919914905e-15	1	142970	411	LoF	True	1.0	False	20	0.0	False	False	3.0	False	False	17.0	PASS
EP300	PCAWG_WGS_CERVIX_SCC	CESC		1.3004296289790906e-05	1	121082	18	LoF	True	1.0	False	20	0.0	False	False	0.0	False	False	17.0	PASS
EP300	TCGA_WXS_CESC	CESC	dndscv,oncodrivefml,smregions,cbase,mutpanning	8.546655240170143e-14	1	101731	288	LoF	True	1.0	False	20	0.0	False	False	1.0	False	False	17.0	PASS
